Date,JPM_Return,BAC_Return,C_Return,WFC_Return,GS_Return,MS_Return,STT_Return,BK_Return,VIX_Level,Yield_Curve_Slope
2019-01-03,-0.014313681747030158,-0.01615525386760228,-0.018286726707760267,-0.007913508602107875,-0.014757044753878533,-0.01798264803582687,-0.03307661177440846,-0.019988008111183758,25.450000762939453,0.19899988174438477
2019-01-04,0.03620197083031142,0.040691631119615816,0.04773879512797484,0.02920209459644452,0.03215964121477641,0.040015624833351124,0.03713549660657809,0.028582448547033127,21.3799991607666,0.30099987983703613
2019-01-07,0.0006951494844341667,-0.0007823810623264901,0.008668726188741514,-0.0064859627349848955,0.005526022879649271,0.009878214650650722,0.012385777730722115,-0.0022986544803739843,21.399999618530273,0.32899999618530273
2019-01-08,-0.0018876559702112729,-0.001957918368044424,-0.0027008077661515493,-0.002101236056536846,-0.0036993706758409687,-0.006252983306887102,0.00429905806836379,-0.0037725551440755674,20.469999313354492,0.31599998474121094
2019-01-09,-0.0016915521193772104,0.009752190650072356,0.016452401085485912,0.005454154991235284,0.006252819992195545,0.006971901090833221,0.022871077847525397,0.0029351541797081704,19.979999542236328,0.3379998207092285
2019-01-10,-9.983193422565648e-05,-0.0011651507079362788,0.0010637048872729415,-0.0010465003886783418,-0.002667192747768468,-0.0019185323809932542,-0.0040513183233744105,-0.006090238280351125,19.5,0.3559999465942383
2019-01-11,-0.0047926173517381975,0.011592092098773953,0.004419501232481222,0.002510076371484109,0.005270101174797016,0.001918532380993355,0.007489547812240556,0.012768034683491475,18.190000534057617,0.33100008964538574
2019-01-14,0.01025619250593099,0.012977263351104369,0.03875243574483862,0.01142364599912935,0.010066225179397623,0.01757337366006957,0.021408158998887598,0.007046944938858937,19.06999969482422,0.35000014305114746
2019-01-15,0.00730463035668299,0.0068027126655780855,0.04073392346379546,-0.015610384637617575,0.006636749948425521,0.009372016846608773,0.0029170550646753037,0.020239876040415414,18.600000381469727,0.3280000686645508
2019-01-16,0.008032040757881711,0.0691184931927989,0.013110073321007339,0.026292543878576255,0.09115298250624893,0.0368590454814813,0.02602048193419313,0.02043356188005778,19.040000915527344,0.3680000305175781
2019-01-17,0.004089389179291208,0.018802686290318015,0.004492310831795864,0.005907958081148605,0.01014703745043663,-0.04505481595891186,0.008196615201895074,0.021577866622394422,18.059999465942383,0.3940000534057617
2019-01-18,0.016095815236189283,0.010636744809232435,0.010351252504085617,0.015720011406770155,0.017180330200698285,0.026909635910842198,0.0035123360603066187,0.021691823466229554,17.799999237060547,0.43599987030029297
2019-01-22,-0.01590170106799601,-0.007193372264655254,-0.020325583985423775,-0.003003606067172756,-0.024287814492704316,-0.029734977651019224,-0.010007769030431117,-0.0013300858232575949,20.799999237060547,0.38499999046325684
2019-01-23,-0.0025290538910965276,-0.005860712817273087,0.004516791074541486,0.005200842163077448,-0.003953573584677764,-0.0061495706837992985,0.0032529563724350476,0.008897317526041022,19.520000457763672,0.40200018882751465
2019-01-24,0.0005843141203515731,0.005516955770933937,0.009291938066420133,-0.002797329657356037,0.004560578813940444,-0.002375124078192197,0.007035073236111633,0.012175596856552453,18.889999389648438,0.4069998264312744
